Domain;Country;Element;Item;Year;Unit;Value
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;12.92
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;7.95
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;7.81
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;6.51
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;5
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;4.01
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;3.65
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;3.66
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;4.49
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;0.2
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;0.22
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;0.19
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;0.26
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;0.26
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;0.25
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;0.22
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;0.21
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;0.21
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;0.24
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;38.11
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;38.99
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;45.68
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;49.75
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;51.08
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;47.09
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;46.01
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;45.06
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;44.88
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;45.67
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;20.72
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;23.47
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;25.55
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;26.34
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;26.58
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;24.37
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;23.17
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;23.35
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;24.9
Food Supply - Livestock and Fish Primary Equivalent;Lithuania;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;26.84
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;32.06
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;30.74
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;31.33
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;30.49
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;32
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;29.42
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;29.94
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;29.74
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;30.34
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;29.88
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;1.66
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;1.61
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;1.65
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;1.69
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;1.97
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;1.8
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;1.71
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;1.96
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;1.92
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;1.67
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;49.03
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;50.42
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;48.78
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;46.92
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;47.58
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;44.71
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;45.71
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;41.97
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;42.15
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;43.58
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;18.11
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;17.88
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;16.55
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;18.01
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;20.01
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;19.03
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;19.38
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;23.23
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;20.54
Food Supply - Livestock and Fish Primary Equivalent;Luxembourg;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;21.37
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;21.46
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;21.18
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;21.41
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;20.71
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;20.51
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;20.27
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;17.24
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;18.48
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;19.46
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;19.22
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;1.3
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;1.75
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;1.82
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;1.27
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;1.63
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;1.48
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;1.2
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;1.61
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;1.25
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;1.19
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;33.07
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;32.75
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;33.19
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;39.98
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;33.17
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;31.76
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;33.31
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;33.23
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;32.1
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;34.24
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;23.51
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;21.53
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;21.7
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;24.04
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;24.71
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;25.55
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;26.16
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;25.46
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;24.44
Food Supply - Livestock and Fish Primary Equivalent;Malta;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;26.4
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;11.88
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;12.66
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;13.86
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;13.71
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;13.05
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;11.26
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;11.9
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;12.59
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;2.19
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;2.27
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;1.98
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;1.8
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;1.55
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;1.7
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;1.77
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;2.94
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;37.79
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;35.22
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;40.87
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;42.74
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;50.14
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;52.19
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;54.23
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;53.04
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;9.29
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;11.35
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;13.28
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;12.49
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;14.5
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;13.75
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;15.3
Food Supply - Livestock and Fish Primary Equivalent;Montenegro;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;15.92
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;17.57
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;16.2
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;17
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;19.02
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;16.35
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;18.13
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;18.98
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;14.98
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;15.4
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;17.67
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;1.16
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;0.79
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;0.9
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;0.96
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;0.95
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;0.96
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;0.92
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;0.97
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;1.05
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;0.94
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;36.06
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;38.1
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;39.6
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;34.96
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;36.79
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;35.8
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;33.91
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;33.97
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;38.81
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;36.36
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;22.76
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;20.69
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;15.11
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;14.44
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;27.01
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;22.48
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;16.08
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;12.38
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;24.7
Food Supply - Livestock and Fish Primary Equivalent;Netherlands;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;23.9
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;20.96
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;21.29
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;20.08
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;20.48
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;20.9
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;19.53
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;18.67
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;19.1
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;19.67
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;19.83
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;5.79
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;5.72
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;5.55
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;5.6
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;6.07
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;5.27
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;5.32
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;5.09
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;5.15
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;5.34
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;24.31
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;25.08
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;24.41
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;23.06
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;23.03
Food Supply - Livestock and Fish Primary Equivalent;Norway;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;22.92
