Domain;Country;Element;Item;Year;Unit;Value
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;1.24
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;1.39
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;1.26
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;1.35
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;1.37
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;1.41
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;37.43
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;36.49
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;36.11
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;36.65
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;36.48
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;36.24
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;37.52
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;37.94
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;36.34
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;37
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;12.91
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;13.96
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;13.92
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;14.78
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;16.09
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;15.4
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;15.86
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;15.72
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;15.53
Food Supply - Livestock and Fish Primary Equivalent;Sweden;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;16.64
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;20.11
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;20.37
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;20.8
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;20.43
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;21.24
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;21.01
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;21.48
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;21.51
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;20.78
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;21.26
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;1.85
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;1.76
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;1.7
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;1.61
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;1.58
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;1.52
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;1.53
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;1.53
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;1.47
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;1.42
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;33.66
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;34.06
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;34.55
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;34.09
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;33.78
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;33.1
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;34.07
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;33.38
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;31.56
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;31.49
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;14.56
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;14.11
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;12.9
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;14.87
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;15.84
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;15.94
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;15.86
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;16.26
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;16.3
Food Supply - Livestock and Fish Primary Equivalent;Switzerland;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;16.38
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;11.5
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;11.08
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;11.44
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;13.14
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;9.45
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;9.73
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;8.69
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;8.01
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;7.33
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;7.69
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;1.92
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;1.98
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;2.07
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;1.73
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;1.2
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;1.09
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;1
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;1.57
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;1.43
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;0.94
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;9.87
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;10.02
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;10.56
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;14.92
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;10.9
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;11.73
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;9.7
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;8.88
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;10.35
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;10.35
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;15.82
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;13.82
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;12.86
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;18.98
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;15.61
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Poultry Meat;2009;kg;16.95
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Poultry Meat;2010;kg;17.45
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Poultry Meat;2011;kg;16.96
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Poultry Meat;2012;kg;18.72
Food Supply - Livestock and Fish Primary Equivalent;North Macedonia;Food supply quantity (kg/capita/yr);Poultry Meat;2013;kg;18.77
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Bovine Meat;2004;kg;11.21
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Bovine Meat;2005;kg;11.33
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Bovine Meat;2006;kg;12.22
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Bovine Meat;2007;kg;10.98
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Bovine Meat;2008;kg;10.28
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Bovine Meat;2009;kg;9.55
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Bovine Meat;2010;kg;9.01
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Bovine Meat;2011;kg;8.47
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Bovine Meat;2012;kg;8.23
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Bovine Meat;2013;kg;8.96
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2004;kg;0.35
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2005;kg;0.34
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2006;kg;0.31
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2007;kg;0.33
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2008;kg;0.37
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2009;kg;0.38
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2010;kg;0.46
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2011;kg;0.43
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2012;kg;0.43
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Mutton & Goat Meat;2013;kg;0.41
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Pigmeat;2004;kg;12.63
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Pigmeat;2005;kg;11.57
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Pigmeat;2006;kg;12.57
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Pigmeat;2007;kg;15.25
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Pigmeat;2008;kg;17.32
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Pigmeat;2009;kg;14.81
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Pigmeat;2010;kg;16.04
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Pigmeat;2011;kg;17.5
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Pigmeat;2012;kg;20.41
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Pigmeat;2013;kg;20.56
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Poultry Meat;2004;kg;13.89
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Poultry Meat;2005;kg;13.45
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Poultry Meat;2006;kg;15.84
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Poultry Meat;2007;kg;17.72
Food Supply - Livestock and Fish Primary Equivalent;Ukraine;Food supply quantity (kg/capita/yr);Poultry Meat;2008;kg;22.55
